f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,label
0.6979345211360971,0.8492788751323002,0.78446544729798,0.5788800320798324,0.5656044156560123,0.6815722498340312,0.2194717568404635,0.07439775537838567,0.08422825139452039,0.8246455581344152,0.9497260723595092,0.8285928152970187,0.6409819905931423,0.791551469609922,0.6232943748330294,0.8985963571235213,0.5701026992291327,0.9919699966928069,0.39357455016104126,0.19454306388509146,0.8705157740935642,0.9777140619703365,0.8674930231635056,0.7211754868768726,0.9151852973699601,0.9523960079776441,0.9914055690271707,0.16997662017189785,0.2566890007273426,0.21716084936236513,0.9394653769749599,0.8151488357541539,0.10731726428788346,0.7942762997100118,0.49336664026921595,0.6869427325259385,0.5590425461323535,0.7696140086379946,0.6355166907444905,0.48781244927782974,0.7808297520580236,0.054810845938701225,0.1440873866913237,0.7355197079115335,0.042622487331323455,0.944230231932454,0.6882842587268737,0.48012649575722854,0.25831403773687633,0.7263762050315657,0.2465429341344092,0.18765109825460136,0.7795205323688206,0.5358279766081225,0.9415153219486601,0.5953710960151457,0.0722862560663855,0.9679601980481859,0.5611566783020265,0.4797652044684896,0.3197497011638455,0.6777993607728968,0.8499706946371892,0.05824743441249913,0.6566799715505168,0.8494291197498681,0.8996813177020834,0.53277001490074,0.1850914572705148,0.6340604830945766,0.8427503392614625,0.08256761385875822,0.5770592962824453,0.9418196348121706,0.8428914288325977,0.7204732236996062,0.04076979686883164,0.2974645361813246,0.0
0.2669007223782026,0.020597821182732012,0.6731140693239426,0.5776377809330114,0.9309267988253088,0.5252791708195301,0.38345763861363613,0.27610196138395315,0.8810766028754052,0.5191736806760266,0.6479094002041972,0.7051188078310149,0.9018909282445329,0.38194291107455236,0.4531613657521999,0.8511674225046298,0.10644853509289742,0.759012709210545,0.8348598707865593,0.7269982722737552,0.5610090294757109,0.016565529421605718,0.1916168704573199,0.7070667203375266,0.4333925363129725,0.4561509313048585,0.2474407518992423,0.45193031206353595,0.2744824227160192,0.9406011341075794,0.015606646007454872,0.018026224109068845,0.28295949510860674,0.5934672814202879,0.5075806831392896,0.32794051923057643,0.7606307777071227,0.1751230530236063,0.9250443454382039,0.5337679989545012,0.8316930921672018,0.04930459351437211,0.7375847071988768,0.8304520158713826,0.647024263641954,0.616486182438139,0.5747375299383767,0.6696515493883719,0.05279234032260116,0.09304831421606818,0.9358761393984096,0.8174026057515172,0.7710853911356216,0.041265993126947564,0.5692842859520094,0.12073531968234275,0.131619496741183,0.18553252573547874,0.29695743564859234,0.14041087587710954,0.46765009015484227,0.8050496683791837,0.14427052629246506,0.3424639643126003,0.39133062263129437,0.7584744613549632,0.7658007993523004,0.09591451945866214,0.21879416283289688,0.6125731216480289,0.5515746283396575,0.2991268068772521,0.11148876677797814,0.5072985113359263,0.5621459669481648,0.1992512963780847,0.8212915691857442,0.7555455258286133,0.0
0.047493203730416544,0.7027123196164589,0.7774453748157758,0.5315282414299608,0.17372570869830006,0.7361480874619472,0.45829967288739704,0.9221802068631033,0.7968617975516824,0.8355412296049137,0.1724317665524614,0.34922331923548855,0.669864390854965,0.6862384828258002,0.9408525371858659,0.49803345451271486,0.6267807211002873,0.2842247105372139,0.29931453353127446,0.2896407419980228,0.28458305954521157,0.7727987593082694,0.24308216366386448,0.014134338034637595,0.8350935259432526,0.48643803600870705,0.5558486458101897,0.9166219005709761,0.7214142680000073,0.04114468638003421,0.1946405283974143,0.06341332855044945,0.9013897097945262,0.14889159512471106,0.5046638533134161,0.7935770481433467,0.5352159837247564,0.18275444831532606,0.5675404839769971,0.9485699820859445,0.8777924385620899,0.27722448647909836,0.47862805027116107,0.4506580394709925,0.6180588702918122,0.3669773815408245,0.18780274060666813,0.6971241751889444,0.24271708539936865,0.4053613532168604,0.40184681202883465,0.4040683487433474,0.9633226521294354,0.6357629062446545,0.6775451592913921,0.272472661364788,0.3589293476287858,0.7640202480569902,0.5691719526758652,0.17648593991800687,0.3879041823623447,0.09087565325881475,0.6048632991070544,0.8669043169315818,0.5176408163321231,0.6305513756280896,0.4227701146898818,0.414701274355333,0.891879483339403,0.49460808845350135,0.8117283985942044,0.46284704225454854,0.7114165937951489,0.4900271987149287,0.39101129220068287,0.8512058608519759,0.17857003975920016,0.8318176231621492,0.0
0.7431957375758418,0.047553314089782917,0.0533804411115415,0.5948682411185214,0.5522877568239376,0.07327151167754353,0.8736786104565494,0.022376483321910556,0.8217084361573876,0.5523774474317761,0.3549514302681651,0.6491634793625417,0.24375774288562158,0.2931876276716838,0.24467742799933556,0.9028628270445863,0.6122352738428222,0.7318351477895858,0.8635304714995731,0.3750113700892481,0.5155527804930828,0.4330614447132779,0.3167568458150126,0.8936287784617774,0.3984731112158234,0.03816125754363864,0.5866892905924197,0.575409691347025,0.08001631275314414,0.6789620459625529,0.24277808612782648,0.20840192595371276,0.9564607876567158,0.2794485765265453,0.584687757045289,0.995688631834176,0.21286533787124728,0.41623290395831614,0.33730136649333475,0.9298631380263518,0.17906660195312607,0.1656763117323139,0.9787418915691141,0.5624269735875543,0.6967199059844024,0.7035967834695585,0.7634548475225581,0.46849546802234243,0.8631696237438253,0.23348158322241785,0.33603850806730906,0.06864762348176368,0.05028477721017832,0.9224755371782266,0.5472841902526444,0.23014319391562532,0.16379263857871273,0.08965308690518858,0.5847387169575725,0.23134947993232136,0.6765034835711432,0.7330086923429437,0.5895357503310799,0.8244480777204837,0.5671149183893667,0.3211640260190669,0.23193011508890504,0.7001822951919928,0.5175186363887377,0.38811776353215544,0.2870907479606857,0.022958966213557197,0.8437659099531661,0.8397828263254569,0.9053359413968236,0.06719254283300857,0.9424860652845402,0.4087102362125835,0.0
0.48503953220426277,0.6195714760526306,0.2632556088613497,0.7912032020172974,0.0973571513357917,0.6498915752280828,0.5546164408327003,0.20481888632928047,0.7901899752856962,0.3693211616533363,0.3587232624303971,0.67611460870808,0.6984347365079043,0.32274973094393167,0.7978128570430519,0.420989669045262,0.6899928063509466,0.5082239141388701,0.2825509138496164,0.42239532065565555,0.3705778143164634,0.7981136285751553,0.7413636336611333,0.3671375849175895,0.288672028694517,0.32863873298065926,0.7791419718785955,0.4395723461187244,0.08780256431422107,0.43681621995456965,0.7218736454486441,0.08964808696954807,0.8428128925769469,0.7651473547158474,0.5472315227557591,0.2212479831809464,0.5268374111594349,0.646222195237778,0.2602130069953684,0.6382106749290816,0.10462454847345459,0.5080203918097589,0.3588075468900598,0.543461802050043,0.7188069494676759,0.39968978539059163,0.7403124877522322,0.27832500571815333,0.6610620587619827,0.11840726258411172,0.4334500357878893,0.639877032950874,0.4053895682717277,0.7712537044683696,0.5091509266048706,0.6241219866748138,0.797037812590843,0.5123971689899395,0.12483055734528947,0.64771281603354,0.2557449590101828,0.7020942229981008,0.7195928423579377,0.9354124252373168,0.4327849309776304,0.6208587523410118,0.10052908693314788,0.896248680255938,0.11430510124060667,0.9318786591207507,0.6546278688286399,0.8436379885195664,0.2045565545151813,0.7255682095954483,0.003786599873949803,0.34603410605063445,0.23356731974388123,0.8985522485169487,0.0
0.13419453301997375,0.645951295897107,0.6878161450135427,0.2990502281848405,0.9404182726072655,0.2888315086423663,0.07070395963940246,0.042227025079618064,0.35551434241599156,0.4886408946695213,0.024622844398614063,0.581946621779762,0.4897920748377169,0.204768745923817,0.47939086053932467,0.6005886170513287,0.08202690723839434,0.3219268114739404,0.1537394084712429,0.33686023396647835,0.23596718859962584,0.7186719652803516,0.9504339665361324,0.17830789654398915,0.9053023793448538,0.477821407775024,0.6613085735766999,0.25016658530516656,0.7982645788759886,0.792677743371934,0.797606245675792,0.06337840485116975,0.8032522854137627,0.9484284116823944,0.3754343050656205,0.7919087471186665,0.8864032571607763,0.012535710878969097,0.5115843908590066,0.041418514805996454,0.9580470133699756,0.6559350153531298,0.7821878262670016,0.914703848937812,0.4203035878325643,0.409639005138286,0.41125628524331903,0.8998165019410277,0.17671909944870323,0.984952980256608,0.09887889215307955,0.9964201583544667,0.9782793428810121,0.6648581208343607,0.6945097963305085,0.06427133061597556,0.6291783517396486,0.8056937885068746,0.8318865715334445,0.7222791800384094,0.7491131758797538,0.5523404478751007,0.7546130413972864,0.035244627029926145,0.8347955565000026,0.13607222660816254,0.864721079457149,0.5855268758534895,0.2754799892087937,0.3855080597073559,0.6581481464614564,0.30962434384724014,0.46521013576942916,0.5810999123848741,0.9400791929036634,0.4136626873305814,0.8972626933138974,0.9378050158793139,0.0
0.5366316436343195,0.7052476799209804,0.04745390363782309,0.9996701329611744,0.3726357465854293,0.868869585493551,0.4367308716236519,0.997326339040818,0.449234707535743,0.08056437092111945,0.9094129271390138,0.5963596613217058,0.46292807182848916,0.3777128802840297,0.10639130486473358,0.5503620461246282,0.8482366566484397,0.518197387774552,0.7449922360607492,0.5856745263535681,0.37024901446887826,0.24932147528098936,0.4366575688678167,0.6780037356259836,0.6660966913457989,0.13021534374792343,0.5123627706630128,0.506754143651514,0.07456961315017807,0.7257560075458019,0.6611731333333951,0.5036132466078062,0.5162520697582555,0.283250903491987,0.47494488057304474,0.7197724710114711,0.9498166502845673,0.19191034942761986,0.6380154456862126,0.5962730973695337,0.8283739600270925,0.6450039533053827,0.015630398115962896,0.4569217372826062,0.41038450236408386,0.27007390869121006,0.05028711307354172,0.3169054463947121,0.3734693071441062,0.4564074103935435,0.8934496959179121,0.07146875020770749,0.5828409953105622,0.3007054957378803,0.352828530139355,0.010153773562074697,0.44053091463993765,0.7766579162453254,0.05949041594615534,0.5446341141623497,0.36793512366127945,0.9781188333224002,0.02822333114770892,0.7847542361249842,0.041267963411332986,0.548363854264117,0.52105099871749,0.5689883932843007,0.22205418984946834,0.05695568450520028,0.4786156658245089,0.4138511186868935,0.7232738164109226,0.7287284892033985,0.3457076506591703,0.6729090222350721,0.5415515720312273,0.07334144729073588,0.0
0.42431132626037926,0.32345156028486055,0.07501505850229095,0.00899844581565179,0.6005647298012378,0.2402659370764656,0.7225795586456156,0.16865214447546095,0.6138324719624818,0.8063149597463093,0.3939480835567516,0.650964553328818,0.8996670956210943,0.2888617142210608,0.3290812454736888,0.41838711317532773,0.47829913854579176,0.9378743636068627,0.47934228304464477,0.7048964175901505,0.929911233108926,0.5572242668531187,0.616127864366257,0.5282665649717148,0.7016690474883882,0.8481766024788102,0.30189465530072657,0.42428005234377064,0.11450196492286924,0.6556239508164747,0.2832156261386721,0.0032967967414869737,0.34282218130739994,0.9455123874096943,0.6051097781482062,0.7730907100571411,0.24287115550184146,0.17253343677342603,0.6365378286083001,0.40653362860044673,0.9213234170683187,0.2074180701530225,0.22503543861114783,0.627669597913246,0.38861132672589416,0.5691640507820424,0.1576163290011754,0.3449985518483426,0.7569196853511855,0.09398292512270456,0.4152065397392054,0.8718579738602944,0.33886082569769194,0.28520808294156774,0.07097688117986001,0.08524876044649743,0.8975939772992125,0.6516885171643398,0.8990293264950651,0.9287977733934888,0.06929454275502867,0.43796256071621764,0.7647640530871682,0.7297636934191175,0.6003759012547956,0.3195927784935385,0.9084341149683884,0.8252302090318044,0.44712027021463263,0.8900178448311706,0.049904007396702976,0.255146269106328,0.19813828947498324,0.00619846841849836,0.8544024389685704,0.56725168342485,0.9001307590268699,0.7164828013768938,0.0
0.0061246473059439754,0.7383906229804968,0.7444752606978498,0.5803005102292418,0.9309930087231122,0.9907111581203428,0.9881613686757164,0.8273820965548264,0.3576121070281397,0.33069842629790047,0.46832520861491156,0.426722819200858,0.47924361711594055,0.9209504104488232,0.8451252389665938,0.20227852072236363,0.8775842785102819,0.38321404377918866,0.04368170462410459,0.6632474196270455,0.7572148197555812,0.738670383480746,0.6891980859835772,0.4659034925901485,0.09412949009140514,0.12601284658633471,0.9165741175223387,0.43379198538594776,0.8856311609123493,0.38812375601676674,0.801437776101384,0.6882586634128371,0.24829923395549636,0.4490470803830763,0.27674426616943815,0.4631250708392979,0.16671253884250936,0.41426981402414487,0.8005325238817047,0.28328460977209,0.46273331636488657,0.29895161263731074,0.3784754152019397,0.1485099407740813,0.029651933431126487,0.9126027974556423,0.4255323340940095,0.8893937731258792,0.8345202652596306,0.18391407945834914,0.6504375600267489,0.11093252845628876,0.2767791451449213,0.895118580091164,0.09011546960958694,0.884404766245771,0.3970653826148334,0.23686854547951375,0.9769044860979814,0.06552338237463473,0.494315125246789,0.3109915369335913,0.8603973427752367,0.10946329382399944,0.06823062645351996,0.544225570608413,0.6618666999920891,0.2709186258851175,0.0698318123592141,0.7490556339754122,0.07307074884621789,0.28386379723770494,0.10168057267486075,0.31280697562405835,0.3509973051073414,0.43944160895082496,0.869205924806841,0.51843264339862,0.0
0.21350980884175008,0.11138551139694375,0.3633575897700123,0.28001717275081195,0.5028521224943046,0.7703490917958907,0.42880934280829996,0.8270663051493258,0.7237853505626092,0.2192143659621072,0.9553367859255121,0.1877818869647866,0.7601943527213341,0.5326237331878753,0.8394731724137158,0.2847493549312574,0.8370939333483326,0.529157367444761,0.12843136913009257,0.5520931876159337,0.7175577563939416,0.6629474753049562,0.9320523397311062,0.9979561394087783,0.3900974713342068,0.9379246371338995,0.26975051139316464,0.6916170048049061,0.3456632998236602,0.5830424180687206,0.30709990797578335,0.538152906181015,0.1647862762020541,0.2970772254316455,0.37874575099520014,0.7155011814379574,0.6923918356202513,0.2619137744760468,0.09553154157763055,0.9260257252517714,0.9468501243044898,0.6331303842159048,0.6065679824741214,0.791355651300023,0.6350057029362345,0.06389404530326614,0.4442716676513331,0.07776717321695115,0.7398890462386659,0.6867362851337471,0.8915337577174429,0.4251621463695918,0.6975509500252107,0.7008703033779738,0.7542158138910535,0.1076904191716549,0.881591133994314,0.9059140388647695,0.5192090709933356,0.9563129429091978,0.4650867544426126,0.6808524178858262,0.6209976382468538,0.9226449303223723,0.9487877051864636,0.34581645980090403,0.05917593957526657,0.7918555742236739,0.5333920782160596,0.8876335445921687,0.844632951954169,0.414498426280854,0.3804804912912808,0.27048507931627963,0.26505094780673766,0.17623420327364225,0.8586417458205505,0.614040700000099,0.0
